package	A1_command_literal	A1_command_url	A1_command_variable	A1_dynamic_literal	A1_dynamic_url	A1_dynamic_variable	A1_total_sites	A2_decode_string_literal	A2_decode_variable	A2_total_sites	A3_CONFIG_OR_URL	A3_LOG_OR_MESSAGE	A3_OTHER	A3_SECRETS	A3_total_sites	B1_AWS	B1_Azure	B1_GCP	B1_GitHub	B1_GitLab	B1_Heroku	B1_Netlify	B1_Unknown	B1_Vercel	B1_npm	B1_total_providers	B1_total_refs	B1_total_secrets	B2_AWS	B2_Azure	B2_EXCHANGE	B2_GCP	B2_GitHub	B2_GitLab	B2_OTHER	B2_PUBLISH	B2_Unknown	B2_VALIDATE	B2_npm	B2_total_events	B2_total_providers	C1_API_AWS_GENERIC	C1_API_AWS_STS	C1_API_GITHUB_GIST	C1_API_GITHUB_RAW	C1_API_GOOGLE_ACCOUNTS	C1_API_WEBHOOK_SITE	C1_CLOUD_METADATA	C1_CLOUD_PROVIDER	C1_DEV_HOST	C1_GENERIC_DOMAIN	C1_LOCALHOST	C1_PACKAGE_INFRA	C1_PRIVATE_IP	C1_domain_url_hits	C1_ip_url_hits	C1_raw_url_hits	C1_skipped_invalid_urls	C1_suspicious_ip_hits	C1_valid_url_hits	C2_cloud_auth	C2_dev_code_host	C2_other_suspicious	C2_sink_exfil	C2_total_hits	C3_generic_exec_like	C3_net_fetch	C3_net_generic_request	C3_net_node_dns_module	C3_net_node_http_module	C3_net_websocket	C3_net_xmlhttprequest	C3_other_capability	C3_proc_child_exec	C3_total_hits	D1_auth	D1_ecosystem_bun	D1_ecosystem_cargo	D1_ecosystem_docker	D1_ecosystem_dotnet	D1_ecosystem_flit	D1_ecosystem_gh	D1_ecosystem_git	D1_ecosystem_go	D1_ecosystem_gradle	D1_ecosystem_mvn	D1_ecosystem_npm	D1_ecosystem_nuget	D1_ecosystem_pip	D1_ecosystem_pnpm	D1_ecosystem_podman	D1_ecosystem_poetry	D1_ecosystem_yarn	D1_publish	D1_push	D1_total_hits	D2_lifecycle_hook_string	D2_pkg_json_write	D2_scripts_field_touch	D2_total_hits	D2_unknown_prefix	E2_bin_100000_999999	E2_bin_10000_99999	E2_bin_1000_9999	E2_bin_100_999	E2_bin_ge_1000000	E2_total_long_lines	F1_hook_build	F1_hook_install	F1_hook_postbuild	F1_hook_postinstall	F1_hook_postpack	F1_hook_postpublish	F1_hook_postrestart	F1_hook_posttest	F1_hook_postversion	F1_hook_prebuild	F1_hook_preinstall	F1_hook_prepack	F1_hook_prepare	F1_hook_prepublish	F1_hook_prepublishOnly	F1_hook_prerestart	F1_hook_pretest	F1_hook_preversion	F1_hook_publish	F1_hook_restart	F1_hook_test	F1_hook_version	F1_optionalDependencies	F1_optional_hooks	F1_scripts_block	F1_total_hooks	FILESIZE_bytes	PACKAGE_SIZE_BYTES
2025-09-09-@coveops_abi-v2.0.1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	132	0	0	0	154	0	162	8	0	154	0	0	0	0	0	0	7	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	16	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1669258
2025-09-09-@duckdb_duckdb-wasm-v1.29.2	0	0	0	0	0	81	81	0	1	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	0	0	0	39	0	39	0	0	39	0	0	0	0	0	0	57	0	0	30	0	147	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	35	25	0	2	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	141135122
2025-09-09-@duckdb_node-api-v1.3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	580180
2025-09-09-duckdb-v1.3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	6	0	7	1	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	127553830
2025-09-14-@hestjs_core-v0.2.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	3905352
2025-09-14-@hestjs_cqrs-v0.1.6	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	3871804
2025-09-14-@hestjs_demo-v0.1.2	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3763037
2025-09-14-@hestjs_eslint-config-v0.1.2	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3776419
2025-09-14-@hestjs_logger-v0.1.6	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	32	0	1	0	136	2	251	113	2	138	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	3845976
2025-09-14-@hestjs_scalar-v0.1.7	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	251	114	2	137	9	0	0	1	10	0	22	43	0	0	0	1	0	0	66	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	4	0	3839853
2025-09-14-@hestjs_validation-v0.1.6	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3851294
2025-09-14-@nexe_config-manager-v0.1.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	32	0	1	0	136	2	251	113	2	138	9	0	0	1	10	0	22	43	0	0	0	1	0	0	66	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	3879185
2025-09-14-@nexe_eslint-config-v0.1.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3771978
2025-09-14-@nexe_logger-v0.1.3	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	32	0	1	0	136	2	251	113	2	138	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	3840694
2025-09-14-@teselagen_bio-parsers-v0.4.29	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	29	68	63	0	1	0	174	2	289	113	2	176	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	73	0	20	93	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	6615240
2025-09-14-@teselagen_bounce-loader-v0.3.16	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	34	0	1	0	138	2	253	113	2	140	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	3785065
2025-09-14-@teselagen_file-utils-v0.3.21	0	0	0	0	0	4	4	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	73	89	0	1	0	202	2	317	113	2	204	9	0	0	1	10	0	20	43	0	0	0	4	0	0	67	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	3	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	5181137
2025-09-14-@teselagen_liquibase-tools-v0.4.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	12830776
2025-09-14-@teselagen_range-utils-v0.3.14	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	4180085
2025-09-14-@teselagen_react-list-v0.8.19	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	66	31	0	1	0	137	2	252	113	2	139	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	3798908
2025-09-14-@teselagen_sequence-utils-v0.3.33	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	29	64	44	0	1	0	151	2	267	114	2	153	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	73	0	20	93	0	0	0	3	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	6163124
2025-09-14-@thangved_callback-window-v1.1.4	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3766058
2025-09-14-@tnf-dev_api-v1.0.8	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	33	0	1	0	137	2	252	113	2	139	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3827725
2025-09-14-@tnf-dev_core-v1.0.8	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	22	43	0	0	0	1	0	0	66	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3823842
2025-09-14-@tnf-dev_js-v1.0.8	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	35	0	1	0	139	2	254	113	2	141	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3831992
2025-09-14-@tnf-dev_mui-v1.0.8	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3827615
2025-09-14-@tnf-dev_react-v1.0.8	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	66	40	0	1	0	146	2	261	113	2	148	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	5	8	0	1	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	4013059
2025-09-14-airchief-v0.3.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	3747346
2025-09-14-airpilot-v0.8.8	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	65	31	0	1	0	136	2	251	113	2	138	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	3	0	3946568
2025-09-14-create-hest-app-v0.1.9	0	0	0	0	0	2	2	0	6	6	4	9	34	42	89	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	7	0	7	0	0	7	2	4	6	0	2	2	1	2	26	68	68	0	4	0	181	2	308	125	2	183	9	2	0	1	12	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	72	0	19	91	0	2	11	25	0	1	39	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	5142021
2025-09-14-encounter-playground-v0.0.2	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3760157
2025-09-14-encounter-playground-v0.0.3	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3767769
2025-09-14-encounter-playground-v0.0.4	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3774954
2025-09-14-eslint-config-teselagen-v6.1.7	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	4025571
2025-09-14-graphql-sequelize-teselagen-v5.3.8	0	0	0	0	0	1	1	0	6	6	4	9	29	42	84	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	34	0	1	0	138	2	253	113	2	140	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4	0	3930001
2025-09-14-html-to-base64-image-v1.0.2	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3745783
2025-09-14-json-rules-engine-simplified-v0.2.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	1	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	4037153
2025-09-14-json-rules-engine-simplified-v0.2.3	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	1	2	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	4045597
2025-09-14-jumpgate-v0.0.2	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	65	31	0	1	0	136	2	251	113	2	138	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	3	0	3741595
2025-09-14-mcp-knowledge-base-v0.0.2	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3740635
2025-09-14-mcp-knowledge-graph-v1.2.1	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	31	0	1	0	135	2	250	113	2	137	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	19	89	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	3	0	3822260
2025-09-14-oradm-to-gql-v35.0.14	0	0	0	0	0	1	1	0	6	6	4	9	28	42	83	3	0	5	1	0	0	0	0	0	1	4	13	10	0	0	0	0	0	0	2	0	2	0	0	2	1	4	6	0	0	2	1	2	26	64	32	0	1	0	136	2	251	113	2	138	9	0	0	1	10	0	20	43	0	0	0	1	0	0	64	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	3	70	0	20	90	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	4782848
